Edad,Sexo,Mayor nivel educativo,Ingreso anual,AÒos de xperiencia laboral,Estado de vivienda,Monto solicitado,Destino de los fondos,Tasa de interÈs,Porcentaje del ingreso,Plazo en aÒos,Puntaje,PrÈstamos previos impagos,Estado
24,MASCULINO,SECUNDARIO,70789,0,HIPOTECA,11020,PERSONAL,12.7,0.16,4,637,NO,RECHAZADO
23,MASCULINO,TERCIARIO,85055,3,INQUILINO,12000,SALUD,12.42,0.14,4,543,SI,RECHAZADO
25,FEMENINO,TERCIARIO,120983,0,HIPOTECA,24000,SALUD,11.02,0.2,4,679,NO,RECHAZADO
29,FEMENINO,UNIVERSITARIO,76461,5,INQUILINO,18000,EDUCACION,10.76,0.24,9,709,SI,RECHAZADO
37,FEMENINO,SECUNDARIO,61039,15,HIPOTECA,10469,SALUD,7.87,0.17,9,575,NO,RECHAZADO
27,FEMENINO,TERCIARIO,56278,2,INQUILINO,12000,SALUD,8.13,0.21,6,609,SI,RECHAZADO
32,MASCULINO,TERCIARIO,91831,10,INQUILINO,1000,EMPRESA,13.49,0.01,9,681,NO,RECHAZADO
25,FEMENINO,TERCIARIO,57092,6,PROPIETARIO,7000,EDUCACION,7.64,0.12,4,719,NO,RECHAZADO
32,FEMENINO,UNIVERSITARIO,40384,6,INQUILINO,7500,EDUCACION,11.28,0.19,9,651,NO,RECHAZADO
23,MASCULINO,SECUNDARIO,87525,1,HIPOTECA,8657,EDUCACION,6.57,0.1,4,558,NO,RECHAZADO
26,MASCULINO,UNIVERSITARIO,67165,1,INQUILINO,4000,EDUCACION,8.47,0.06,4,560,SI,RECHAZADO
46,MASCULINO,MAESTRÌA,214538,23,INQUILINO,8915,PERSONAL,11.39,0.04,16,612,SI,RECHAZADO
25,MASCULINO,UNIVERSITARIO,26737,1,PROPIETARIO,8500,EMPRESA,9.28,0.32,4,669,SI,RECHAZADO
28,MASCULINO,UNIVERSITARIO,103081,8,HIPOTECA,20000,SALUD,10.54,0.19,9,638,NO,RECHAZADO
33,MASCULINO,MAESTRÌA,112289,8,INQUILINO,13038,DEUDAS,7.53,0.12,6,642,SI,RECHAZADO
27,FEMENINO,UNIVERSITARIO,79155,2,INQUILINO,4800,VIVIENDA,13.02,0.06,3,649,SI,RECHAZADO
25,FEMENINO,SECUNDARIO,63172,0,INQUILINO,10000,VIVIENDA,11.75,0.16,4,627,NO,RECHAZADO
22,MASCULINO,TERCIARIO,29779,3,INQUILINO,2000,EDUCACION,11.53,0.07,4,620,NO,RECHAZADO
28,FEMENINO,MAESTRÌA,85062,6,INQUILINO,5600,SALUD,14.01,0.07,6,666,SI,RECHAZADO
24,FEMENINO,SECUNDARIO,81570,3,HIPOTECA,4000,DEUDAS,9.37,0.05,3,658,SI,RECHAZADO
30,MASCULINO,TERCIARIO,241144,3,INQUILINO,15000,VIVIENDA,10.63,0.06,6,668,SI,RECHAZADO
28,MASCULINO,MAESTRÌA,74105,6,INQUILINO,6000,DEUDAS,10.85,0.08,5,659,NO,RECHAZADO
24,FEMENINO,SECUNDARIO,49035,2,HIPOTECA,5000,SALUD,13.95,0.1,4,572,SI,RECHAZADO
26,FEMENINO,UNIVERSITARIO,45421,3,HIPOTECA,7488,EDUCACION,10.58,0.16,4,618,SI,RECHAZADO
25,FEMENINO,SECUNDARIO,39534,3,HIPOTECA,12500,EMPRESA,8.43,0.32,4,668,NO,RECHAZADO
31,MASCULINO,UNIVERSITARIO,100407,8,HIPOTECA,7500,SALUD,10.83,0.07,6,608,SI,RECHAZADO
27,FEMENINO,TERCIARIO,111229,5,HIPOTECA,12000,EMPRESA,11.43,0.11,4,639,SI,RECHAZADO
28,FEMENINO,UNIVERSITARIO,63862,6,INQUILINO,5000,PERSONAL,9.29,0.08,7,581,NO,RECHAZADO
43,FEMENINO,UNIVERSITARIO,144620,22,HIPOTECA,5477,VIVIENDA,10.03,0.04,17,727,SI,RECHAZADO
24,FEMENINO,MAESTRÌA,81138,1,HIPOTECA,1120,SALUD,9.84,0.01,4,707,SI,RECHAZADO
28,MASCULINO,UNIVERSITARIO,39385,4,HIPOTECA,8000,DEUDAS,9,0.2,5,693,SI,RECHAZADO
24,FEMENINO,SECUNDARIO,87304,0,INQUILINO,3000,PERSONAL,11.72,0.03,2,635,NO,RECHAZADO
29,MASCULINO,UNIVERSITARIO,55959,5,HIPOTECA,6500,EDUCACION,6.9,0.12,8,653,SI,RECHAZADO
44,MASCULINO,TERCIARIO,115072,20,HIPOTECA,21252,VIVIENDA,10.42,0.18,14,639,SI,RECHAZADO
25,MASCULINO,SECUNDARIO,67129,3,HIPOTECA,5500,EMPRESA,11.41,0.08,5,650,SI,RECHAZADO
35,FEMENINO,UNIVERSITARIO,46636,9,INQUILINO,9586,EMPRESA,7.91,0.21,9,603,SI,RECHAZADO
31,MASCULINO,UNIVERSITARIO,33521,9,INQUILINO,1500,EDUCACION,10.93,0.04,8,616,SI,RECHAZADO
38,MASCULINO,TERCIARIO,88072,17,HIPOTECA,5000,PERSONAL,12.3,0.06,16,516,SI,RECHAZADO
24,FEMENINO,UNIVERSITARIO,36973,1,INQUILINO,3000,EMPRESA,6.19,0.08,4,681,SI,RECHAZADO
25,MASCULINO,TERCIARIO,60209,0,INQUILINO,5988,EDUCACION,15.76,0.1,4,590,NO,RECHAZADO
23,FEMENINO,UNIVERSITARIO,65873,2,HIPOTECA,9000,DEUDAS,12.16,0.14,4,677,SI,RECHAZADO
33,MASCULINO,UNIVERSITARIO,61231,10,INQUILINO,12000,PERSONAL,12.48,0.2,13,696,SI,RECHAZADO
23,FEMENINO,SECUNDARIO,60701,2,HIPOTECA,4000,PERSONAL,11.84,0.07,4,556,NO,RECHAZADO
24,FEMENINO,UNIVERSITARIO,44624,1,HIPOTECA,5557,SALUD,10.49,0.12,4,595,SI,RECHAZADO
25,FEMENINO,SECUNDARIO,76959,4,HIPOTECA,4000,EDUCACION,10.72,0.05,7,657,SI,RECHAZADO
26,MASCULINO,SECUNDARIO,76759,1,INQUILINO,2984,DEUDAS,13.28,0.04,3,577,SI,RECHAZADO
31,MASCULINO,MAESTRÌA,68150,5,HIPOTECA,9703,EDUCACION,6.28,0.14,7,632,SI,RECHAZADO
23,MASCULINO,UNIVERSITARIO,76824,0,INQUILINO,5429,EMPRESA,13.68,0.07,3,705,SI,RECHAZADO
28,MASCULINO,UNIVERSITARIO,42315,4,HIPOTECA,10000,SALUD,10.15,0.24,5,654,NO,RECHAZADO
23,FEMENINO,UNIVERSITARIO,111482,0,INQUILINO,6216,EDUCACION,10.52,0.06,3,700,NO,RECHAZADO
28,MASCULINO,TERCIARIO,68529,6,INQUILINO,5000,PERSONAL,9.09,0.07,8,639,SI,RECHAZADO
24,FEMENINO,MAESTRÌA,32569,0,INQUILINO,6000,SALUD,7.64,0.18,4,587,SI,RECHAZADO
37,MASCULINO,MAESTRÌA,60817,17,INQUILINO,15000,VIVIENDA,9.22,0.25,15,582,SI,RECHAZADO
26,MASCULINO,SECUNDARIO,90912,5,HIPOTECA,9600,PERSONAL,8.92,0.11,4,622,SI,RECHAZADO
24,FEMENINO,UNIVERSITARIO,43283,0,PROPIETARIO,3000,SALUD,12.12,0.07,3,623,NO,RECHAZADO
23,MASCULINO,UNIVERSITARIO,69330,0,HIPOTECA,20000,EDUCACION,11.99,0.29,3,439,SI,RECHAZADO
26,MASCULINO,UNIVERSITARIO,46301,2,INQUILINO,4500,EDUCACION,8.45,0.1,6,660,NO,RECHAZADO
49,MASCULINO,UNIVERSITARIO,82057,24,INQUILINO,15000,EDUCACION,12.92,0.18,24,726,SI,RECHAZADO
28,FEMENINO,SECUNDARIO,84875,7,INQUILINO,15000,PERSONAL,13.39,0.18,10,676,SI,RECHAZADO
24,MASCULINO,UNIVERSITARIO,111321,2,INQUILINO,6500,EDUCACION,8.31,0.06,3,684,SI,RECHAZADO
27,MASCULINO,TERCIARIO,67355,6,INQUILINO,13727,SALUD,11.3,0.2,6,569,SI,RECHAZADO
27,MASCULINO,MAESTRÌA,103122,4,INQUILINO,10000,VIVIENDA,10.87,0.1,3,582,SI,RECHAZADO
25,MASCULINO,UNIVERSITARIO,94898,2,HIPOTECA,10000,EMPRESA,6.16,0.11,2,648,SI,RECHAZADO
24,MASCULINO,MAESTRÌA,78978,4,INQUILINO,3600,VIVIENDA,10.61,0.05,2,697,SI,RECHAZADO
24,FEMENINO,MAESTRÌA,63499,1,HIPOTECA,4000,PERSONAL,14.78,0.06,3,693,SI,RECHAZADO
25,FEMENINO,UNIVERSITARIO,52785,3,INQUILINO,4000,EDUCACION,12.78,0.08,3,668,SI,RECHAZADO
25,MASCULINO,SECUNDARIO,117508,3,HIPOTECA,14931,SALUD,10.68,0.13,5,558,NO,RECHAZADO
39,FEMENINO,UNIVERSITARIO,127393,15,HIPOTECA,15000,VIVIENDA,7.12,0.12,15,687,NO,RECHAZADO
24,FEMENINO,UNIVERSITARIO,48972,3,INQUILINO,1000,EDUCACION,6.41,0.02,3,658,NO,RECHAZADO
26,MASCULINO,UNIVERSITARIO,61868,3,HIPOTECA,8000,EMPRESA,10.34,0.13,6,632,SI,RECHAZADO
26,MASCULINO,SECUNDARIO,37761,4,INQUILINO,4200,EDUCACION,11.63,0.11,5,566,SI,RECHAZADO
32,MASCULINO,TERCIARIO,54877,9,INQUILINO,12000,SALUD,8.22,0.22,6,561,SI,RECHAZADO
36,MASCULINO,SECUNDARIO,57375,13,INQUILINO,3112,PERSONAL,11,0.05,10,687,NO,RECHAZADO
24,MASCULINO,UNIVERSITARIO,49038,2,INQUILINO,4500,EDUCACION,7.47,0.09,3,665,SI,RECHAZADO
22,MASCULINO,TERCIARIO,87383,0,PROPIETARIO,15000,PERSONAL,10.08,0.17,3,682,SI,RECHAZADO
27,FEMENINO,MAESTRÌA,75709,2,HIPOTECA,13000,EMPRESA,8.2,0.17,5,634,NO,RECHAZADO
38,FEMENINO,UNIVERSITARIO,44222,16,HIPOTECA,12000,EMPRESA,15.21,0.27,11,643,NO,RECHAZADO
24,MASCULINO,TERCIARIO,57356,3,HIPOTECA,5000,PERSONAL,6.95,0.09,3,644,SI,RECHAZADO
25,MASCULINO,TERCIARIO,53844,0,INQUILINO,6000,SALUD,12.72,0.11,4,644,SI,RECHAZADO
23,FEMENINO,SECUNDARIO,109046,0,HIPOTECA,12000,EDUCACION,12.44,0.11,4,586,SI,RECHAZADO
24,FEMENINO,SECUNDARIO,181159,0,HIPOTECA,8000,EDUCACION,8.75,0.04,4,574,SI,RECHAZADO
29,FEMENINO,TERCIARIO,87593,6,HIPOTECA,15979,PERSONAL,15.33,0.18,7,617,SI,RECHAZADO
27,FEMENINO,UNIVERSITARIO,156732,7,HIPOTECA,10000,PERSONAL,7.18,0.06,5,714,SI,RECHAZADO
27,MASCULINO,UNIVERSITARIO,70925,3,INQUILINO,12991,DEUDAS,11.48,0.18,7,592,NO,RECHAZADO
22,FEMENINO,SECUNDARIO,78841,1,INQUILINO,16000,PERSONAL,10.17,0.2,3,647,NO,RECHAZADO
30,FEMENINO,TERCIARIO,58573,7,INQUILINO,4000,PERSONAL,12.1,0.07,6,632,SI,RECHAZADO
26,MASCULINO,SECUNDARIO,29792,0,INQUILINO,6000,VIVIENDA,8.01,0.2,4,613,NO,RECHAZADO
23,FEMENINO,UNIVERSITARIO,115876,4,HIPOTECA,12000,EMPRESA,7.77,0.1,4,575,SI,RECHAZADO
40,MASCULINO,TERCIARIO,46301,15,HIPOTECA,5591,VIVIENDA,11.4,0.12,17,722,SI,RECHAZADO
24,FEMENINO,SECUNDARIO,90781,0,HIPOTECA,5445,EDUCACION,10.25,0.06,4,612,SI,RECHAZADO
32,MASCULINO,SECUNDARIO,96855,9,HIPOTECA,15000,VIVIENDA,15.18,0.15,7,579,SI,RECHAZADO
30,MASCULINO,MAESTRÌA,84856,4,HIPOTECA,4514,EMPRESA,5.96,0.05,9,686,SI,RECHAZADO
31,MASCULINO,UNIVERSITARIO,99262,8,HIPOTECA,9026,DEUDAS,5.5,0.09,9,694,NO,RECHAZADO
23,MASCULINO,UNIVERSITARIO,72786,0,HIPOTECA,17500,DEUDAS,7.71,0.24,4,674,SI,RECHAZADO
25,FEMENINO,SECUNDARIO,117218,5,HIPOTECA,9404,EMPRESA,7.06,0.08,3,584,SI,RECHAZADO
25,FEMENINO,TERCIARIO,82236,1,INQUILINO,3000,PERSONAL,14.27,0.04,3,611,NO,RECHAZADO
30,FEMENINO,TERCIARIO,51437,7,INQUILINO,5500,SALUD,8.89,0.11,6,639,SI,RECHAZADO
32,FEMENINO,SECUNDARIO,66242,8,INQUILINO,4932,EDUCACION,11.23,0.07,8,603,SI,RECHAZADO
29,FEMENINO,MAESTRÌA,57073,4,PROPIETARIO,14000,EMPRESA,10.64,0.25,5,684,SI,RECHAZADO
30,MASCULINO,UNIVERSITARIO,103288,10,HIPOTECA,10400,DEUDAS,8.49,0.1,9,692,SI,RECHAZADO
31,MASCULINO,TERCIARIO,109085,10,HIPOTECA,18000,SALUD,12.41,0.17,9,517,SI,RECHAZADO
25,MASCULINO,SECUNDARIO,61079,3,HIPOTECA,6000,PERSONAL,6.76,0.1,3,609,SI,RECHAZADO
24,FEMENINO,UNIVERSITARIO,72887,1,INQUILINO,15000,PERSONAL,15.71,0.21,4,657,NO,RECHAZADO
22,FEMENINO,SECUNDARIO,37249,1,INQUILINO,3000,PERSONAL,6.15,0.08,4,575,SI,RECHAZADO
24,FEMENINO,SECUNDARIO,31179,0,INQUILINO,2998,EDUCACION,8.52,0.1,2,547,SI,RECHAZADO
26,FEMENINO,SECUNDARIO,47803,4,INQUILINO,5000,EDUCACION,11.54,0.1,6,576,SI,RECHAZADO
30,FEMENINO,MAESTRÌA,44080,7,INQUILINO,2518,VIVIENDA,10.38,0.06,8,554,SI,RECHAZADO
30,FEMENINO,UNIVERSITARIO,43034,8,INQUILINO,2500,DEUDAS,9.2,0.06,5,556,SI,RECHAZADO
29,FEMENINO,UNIVERSITARIO,55845,6,HIPOTECA,2000,SALUD,8.06,0.04,10,665,SI,RECHAZADO
33,FEMENINO,TERCIARIO,39457,12,INQUILINO,4000,SALUD,8.48,0.1,9,610,NO,RECHAZADO
22,MASCULINO,UNIVERSITARIO,28846,0,INQUILINO,3000,EDUCACION,9.16,0.1,3,581,SI,RECHAZADO
27,MASCULINO,SECUNDARIO,75530,2,INQUILINO,12000,PERSONAL,15.79,0.16,4,565,SI,RECHAZADO
26,FEMENINO,TERCIARIO,109246,4,INQUILINO,7000,SALUD,13.48,0.06,3,617,SI,RECHAZADO
27,MASCULINO,UNIVERSITARIO,63488,2,HIPOTECA,12000,VIVIENDA,15.2,0.19,6,675,NO,RECHAZADO
30,FEMENINO,TERCIARIO,95971,9,HIPOTECA,14968,EMPRESA,11.04,0.16,7,606,NO,RECHAZADO
31,MASCULINO,MAESTRÌA,58395,7,HIPOTECA,5000,VIVIENDA,7.78,0.09,9,661,SI,RECHAZADO
35,MASCULINO,MAESTRÌA,85030,13,INQUILINO,20165,PERSONAL,10.75,0.24,12,703,SI,RECHAZADO
30,MASCULINO,MAESTRÌA,35644,5,PROPIETARIO,6250,DEUDAS,11.53,0.18,8,538,SI,RECHAZADO
35,FEMENINO,TERCIARIO,82084,11,HIPOTECA,9305,DEUDAS,8.32,0.11,9,666,SI,RECHAZADO
26,MASCULINO,SECUNDARIO,60197,0,HIPOTECA,2435,VIVIENDA,6.78,0.04,5,664,SI,RECHAZADO
23,MASCULINO,SECUNDARIO,37046,1,INQUILINO,8404,EDUCACION,14.51,0.23,3,601,NO,RECHAZADO
28,FEMENINO,TERCIARIO,64703,4,HIPOTECA,5000,PERSONAL,10.2,0.08,5,669,NO,RECHAZADO
27,MASCULINO,MAESTRÌA,109294,4,HIPOTECA,4374,EDUCACION,7.19,0.04,5,626,NO,RECHAZADO
22,FEMENINO,UNIVERSITARIO,62225,0,INQUILINO,5753,EMPRESA,9.32,0.09,4,603,NO,RECHAZADO
25,FEMENINO,SECUNDARIO,82412,2,HIPOTECA,3563,VIVIENDA,6.48,0.04,4,643,SI,RECHAZADO
35,MASCULINO,SECUNDARIO,42803,12,INQUILINO,3234,EMPRESA,12.3,0.08,9,560,SI,RECHAZADO
23,MASCULINO,TERCIARIO,72897,0,INQUILINO,2099,PERSONAL,14.69,0.03,3,659,SI,RECHAZADO
25,FEMENINO,UNIVERSITARIO,76966,1,INQUILINO,8000,EMPRESA,12.16,0.1,4,582,NO,RECHAZADO
34,FEMENINO,UNIVERSITARIO,611327,10,HIPOTECA,2144,DEUDAS,12.87,0,7,712,NO,RECHAZADO
23,MASCULINO,SECUNDARIO,64548,0,INQUILINO,3000,SALUD,12.44,0.05,4,597,SI,RECHAZADO
33,FEMENINO,MAESTRÌA,60886,12,INQUILINO,12000,EMPRESA,6.27,0.2,6,657,SI,RECHAZADO
33,MASCULINO,MAESTRÌA,44251,14,HIPOTECA,6000,EMPRESA,12.57,0.14,9,648,NO,RECHAZADO
29,FEMENINO,SECUNDARIO,87037,5,HIPOTECA,15945,PERSONAL,13.58,0.18,10,660,NO,RECHAZADO
26,FEMENINO,DOCTORADO,65097,7,HIPOTECA,10687,DEUDAS,6.27,0.16,4,649,SI,RECHAZADO
23,MASCULINO,TERCIARIO,68531,0,HIPOTECA,5000,PERSONAL,6.86,0.07,4,643,SI,RECHAZADO
24,MASCULINO,SECUNDARIO,81806,0,HIPOTECA,6400,VIVIENDA,11.02,0.08,4,628,SI,RECHAZADO
24,FEMENINO,UNIVERSITARIO,103011,3,HIPOTECA,4000,EDUCACION,7.13,0.04,4,662,SI,RECHAZADO
27,MASCULINO,MAESTRÌA,42701,6,INQUILINO,6000,SALUD,11.87,0.14,10,663,NO,RECHAZADO
25,FEMENINO,UNIVERSITARIO,80044,3,INQUILINO,17804,EDUCACION,12.7,0.22,3,617,NO,RECHAZADO
30,MASCULINO,UNIVERSITARIO,174237,6,HIPOTECA,5941,EMPRESA,9.77,0.03,8,637,NO,RECHAZADO
29,MASCULINO,UNIVERSITARIO,108311,5,INQUILINO,1840,PERSONAL,12.81,0.02,7,658,SI,RECHAZADO
23,MASCULINO,SECUNDARIO,102088,0,HIPOTECA,10000,DEUDAS,7.63,0.1,3,550,SI,RECHAZADO
25,MASCULINO,UNIVERSITARIO,119071,0,HIPOTECA,9000,EMPRESA,7.85,0.08,5,622,SI,RECHAZADO
29,FEMENINO,TERCIARIO,111337,5,HIPOTECA,32401,EDUCACION,8.98,0.29,6,629,SI,RECHAZADO
25,FEMENINO,TERCIARIO,50015,0,INQUILINO,12120,DEUDAS,11.22,0.24,4,665,SI,RECHAZADO
47,FEMENINO,MAESTRÌA,108919,22,INQUILINO,12000,PERSONAL,10.28,0.11,16,700,NO,RECHAZADO
26,MASCULINO,TERCIARIO,105198,5,HIPOTECA,25000,DEUDAS,13.12,0.24,3,634,NO,RECHAZADO
25,MASCULINO,UNIVERSITARIO,66845,3,PROPIETARIO,24200,DEUDAS,8.49,0.36,3,661,SI,RECHAZADO
22,MASCULINO,SECUNDARIO,99773,0,HIPOTECA,14265,SALUD,9.04,0.14,3,645,NO,RECHAZADO
43,FEMENINO,TERCIARIO,169350,22,HIPOTECA,21335,SALUD,11.75,0.13,11,647,NO,RECHAZADO
24,MASCULINO,UNIVERSITARIO,62445,4,HIPOTECA,10361,DEUDAS,11.09,0.17,2,697,SI,RECHAZADO
23,MASCULINO,SECUNDARIO,66158,1,INQUILINO,3416,DEUDAS,6.93,0.05,2,571,SI,RECHAZADO
32,MASCULINO,TERCIARIO,37354,7,PROPIETARIO,5000,SALUD,13.59,0.13,10,675,SI,RECHAZADO
23,MASCULINO,TERCIARIO,46147,0,INQUILINO,2838,SALUD,7.42,0.06,5,633,SI,RECHAZADO
25,MASCULINO,SECUNDARIO,72748,3,HIPOTECA,10000,DEUDAS,10.84,0.14,4,604,NO,RECHAZADO
22,MASCULINO,UNIVERSITARIO,64395,1,INQUILINO,3000,SALUD,11.25,0.05,4,654,SI,RECHAZADO
31,FEMENINO,DOCTORADO,132843,9,HIPOTECA,12000,PERSONAL,13.59,0.09,10,580,SI,RECHAZADO
23,MASCULINO,MAESTRÌA,13989,1,PROPIETARIO,1400,PERSONAL,9.32,0.1,4,688,SI,RECHAZADO
43,MASCULINO,SECUNDARIO,81552,21,HIPOTECA,3000,DEUDAS,10.74,0.04,14,620,NO,RECHAZADO
36,MASCULINO,UNIVERSITARIO,97073,13,HIPOTECA,20000,EDUCACION,11.57,0.21,14,683,SI,RECHAZADO
22,MASCULINO,SECUNDARIO,30780,0,INQUILINO,2000,EMPRESA,13.83,0.06,4,635,SI,RECHAZADO
39,MASCULINO,UNIVERSITARIO,91327,18,HIPOTECA,7500,PERSONAL,12.06,0.08,15,646,SI,RECHAZADO
24,MASCULINO,SECUNDARIO,90899,1,INQUILINO,12000,PERSONAL,12.23,0.13,3,586,SI,RECHAZADO
25,FEMENINO,SECUNDARIO,112653,0,INQUILINO,10000,EDUCACION,9.12,0.09,5,647,SI,RECHAZADO
25,MASCULINO,SECUNDARIO,120973,3,HIPOTECA,12000,EMPRESA,11.39,0.1,4,645,SI,RECHAZADO
26,MASCULINO,UNIVERSITARIO,27163,1,INQUILINO,6000,SALUD,7.34,0.22,7,654,SI,RECHAZADO
47,FEMENINO,SECUNDARIO,90829,22,INQUILINO,14313,DEUDAS,8,0.16,15,635,SI,RECHAZADO
26,FEMENINO,UNIVERSITARIO,43203,1,INQUILINO,7200,SALUD,9.11,0.17,3,586,NO,RECHAZADO
34,FEMENINO,TERCIARIO,65654,11,HIPOTECA,10000,EMPRESA,10.31,0.15,8,669,NO,RECHAZADO
24,MASCULINO,TERCIARIO,169386,0,HIPOTECA,12000,PERSONAL,11.58,0.07,4,671,NO,RECHAZADO
25,MASCULINO,UNIVERSITARIO,121153,2,HIPOTECA,25000,EMPRESA,12.05,0.21,5,581,SI,RECHAZADO
39,FEMENINO,TERCIARIO,66950,17,PROPIETARIO,1000,EMPRESA,11.09,0.01,16,682,SI,RECHAZADO
33,MASCULINO,TERCIARIO,91296,13,INQUILINO,14000,EDUCACION,8.35,0.15,9,627,SI,RECHAZADO
24,MASCULINO,TERCIARIO,63270,3,HIPOTECA,1205,EMPRESA,13.95,0.02,2,604,SI,RECHAZADO
27,MASCULINO,SECUNDARIO,63345,5,INQUILINO,7188,EDUCACION,11.85,0.11,5,632,NO,RECHAZADO
23,MASCULINO,UNIVERSITARIO,51508,1,INQUILINO,7000,SALUD,13.57,0.14,2,680,NO,RECHAZADO
32,MASCULINO,UNIVERSITARIO,60747,10,HIPOTECA,16000,EMPRESA,9.06,0.26,9,701,SI,RECHAZADO
43,MASCULINO,TERCIARIO,49188,18,INQUILINO,3600,DEUDAS,13.19,0.07,11,703,NO,RECHAZADO
24,MASCULINO,UNIVERSITARIO,120924,2,HIPOTECA,10000,EDUCACION,12.87,0.08,4,643,SI,RECHAZADO
28,MASCULINO,SECUNDARIO,85411,6,HIPOTECA,15000,DEUDAS,10.16,0.18,7,648,SI,RECHAZADO
25,MASCULINO,UNIVERSITARIO,84809,5,HIPOTECA,7000,SALUD,12.91,0.08,3,649,SI,RECHAZADO
25,FEMENINO,SECUNDARIO,33503,2,INQUILINO,2430,EDUCACION,10.97,0.07,4,655,SI,RECHAZADO
24,FEMENINO,SECUNDARIO,73164,0,INQUILINO,5891,SALUD,7.26,0.08,3,590,SI,RECHAZADO
30,FEMENINO,SECUNDARIO,99757,11,INQUILINO,4018,DEUDAS,9.94,0.04,7,652,SI,RECHAZADO
22,MASCULINO,SECUNDARIO,84685,0,HIPOTECA,6000,EMPRESA,12.08,0.07,4,635,NO,RECHAZADO
25,MASCULINO,UNIVERSITARIO,108606,1,HIPOTECA,15000,SALUD,12.46,0.14,3,614,SI,RECHAZADO
22,MASCULINO,SECUNDARIO,57166,0,INQUILINO,12000,SALUD,13,0.21,3,625,NO,RECHAZADO
26,MASCULINO,SECUNDARIO,115018,4,INQUILINO,14339,EMPRESA,12.74,0.12,6,634,NO,RECHAZADO
26,MASCULINO,UNIVERSITARIO,72997,3,INQUILINO,7200,EDUCACION,11.37,0.1,4,603,SI,RECHAZADO
25,MASCULINO,UNIVERSITARIO,44083,0,PROPIETARIO,14449,EDUCACION,10.8,0.33,7,655,NO,RECHAZADO
25,MASCULINO,SECUNDARIO,72757,4,INQUILINO,12500,EDUCACION,11.53,0.17,2,616,SI,RECHAZADO
28,MASCULINO,TERCIARIO,270644,2,HIPOTECA,15944,EDUCACION,13.03,0.06,6,596,SI,RECHAZADO
23,FEMENINO,TERCIARIO,97176,1,HIPOTECA,15000,EDUCACION,12.56,0.15,4,534,SI,RECHAZADO
27,MASCULINO,SECUNDARIO,43463,5,INQUILINO,2036,EDUCACION,13.7,0.05,7,662,SI,RECHAZADO
24,MASCULINO,UNIVERSITARIO,91054,1,HIPOTECA,14972,EDUCACION,9.94,0.16,4,678,NO,RECHAZADO
22,MASCULINO,UNIVERSITARIO,83301,0,INQUILINO,12000,EMPRESA,10.08,0.14,4,626,SI,RECHAZADO
36,MASCULINO,UNIVERSITARIO,51395,11,INQUILINO,8400,DEUDAS,12.01,0.16,13,713,NO,RECHAZADO
28,FEMENINO,SECUNDARIO,114423,5,HIPOTECA,7442,EMPRESA,11.9,0.07,6,684,NO,RECHAZADO
24,FEMENINO,TERCIARIO,66908,0,HIPOTECA,9600,EMPRESA,9.16,0.14,6,618,SI,RECHAZADO
39,FEMENINO,SECUNDARIO,98160,14,HIPOTECA,24000,EMPRESA,8.68,0.24,14,673,SI,RECHAZADO
28,MASCULINO,TERCIARIO,61019,2,PROPIETARIO,12000,EMPRESA,7.71,0.2,5,663,NO,RECHAZADO
32,MASCULINO,TERCIARIO,54696,9,HIPOTECA,6400,PERSONAL,7.49,0.12,9,678,NO,RECHAZADO
26,MASCULINO,SECUNDARIO,91096,5,INQUILINO,18976,EMPRESA,9.46,0.21,4,664,SI,RECHAZADO
28,FEMENINO,TERCIARIO,108883,5,INQUILINO,10000,EMPRESA,8.98,0.09,10,637,SI,RECHAZADO
24,MASCULINO,SECUNDARIO,102582,0,HIPOTECA,21905,DEUDAS,7.64,0.21,4,609,NO,RECHAZADO
25,MASCULINO,TERCIARIO,75413,4,HIPOTECA,4000,EDUCACION,10.41,0.05,3,644,SI,RECHAZADO
30,MASCULINO,TERCIARIO,64735,5,INQUILINO,12000,DEUDAS,7.93,0.19,7,607,SI,RECHAZADO
27,MASCULINO,UNIVERSITARIO,72635,2,HIPOTECA,3000,EMPRESA,13.57,0.04,7,678,SI,RECHAZADO
24,MASCULINO,TERCIARIO,36887,1,INQUILINO,6000,SALUD,7.51,0.16,4,660,SI,RECHAZADO
22,MASCULINO,SECUNDARIO,10206,0,INQUILINO,1196,EDUCACION,15.1,0.12,3,623,SI,RECHAZADO
23,MASCULINO,UNIVERSITARIO,48694,0,INQUILINO,8000,EDUCACION,11.44,0.16,3,605,SI,RECHAZADO
34,FEMENINO,SECUNDARIO,111200,10,HIPOTECA,3459,DEUDAS,5.69,0.03,8,679,SI,RECHAZADO
25,FEMENINO,UNIVERSITARIO,102833,3,INQUILINO,9600,EDUCACION,13.62,0.09,4,673,NO,RECHAZADO
23,MASCULINO,UNIVERSITARIO,69680,1,INQUILINO,2419,DEUDAS,14.34,0.03,3,671,NO,RECHAZADO
26,MASCULINO,UNIVERSITARIO,90840,0,HIPOTECA,6908,EMPRESA,9.49,0.08,4,631,SI,RECHAZADO
29,MASCULINO,UNIVERSITARIO,109134,8,INQUILINO,6000,DEUDAS,13.98,0.05,8,706,SI,RECHAZADO
26,FEMENINO,MAESTRÌA,103286,5,HIPOTECA,10000,EDUCACION,12.1,0.1,3,663,NO,RECHAZADO
